Frame 1:
  Bone: mixamorig:Hips, Position: (0.00, 0.87, 0.00), Rotation: (-0.01348, 0.00089, 0.01083, 0.99985)
  Bone: mixamorig:RightToe_End, Position: (0.00, 0.07, 0.00), Rotation: (0.00000, 0.00000, 0.00000, 1.00000)
  Bone: mixamorig:Spine, Position: (0.00, 0.17, -0.01), Rotation: (-0.02705, 0.00089, -0.00106, 0.99963)
  Bone: mixamorig:Spine1, Position: (0.00, 0.20, 0.00), Rotation: (0.01054, 0.02082, 0.00101, 0.99973)
  Bone: mixamorig:Spine2, Position: (0.00, 0.22, 0.00), Rotation: (0.01051, 0.02083, 0.00059, 0.99973)
  Bone: mixamorig:LeftShoulder, Position: (-0.06, 0.21, -0.04), Rotation: (0.35102, -0.46857, 0.76933, 0.25565)
  Bone: mixamorig:LeftArm, Position: (0.00, 0.16, 0.00), Rotation: (0.40041, -0.18182, -0.15449, 0.88473)
  Bone: mixamorig:LeftForeArm, Position: (0.00, 0.28, 0.00), Rotation: (0.11486, -0.04588, -0.22449, 0.96660)
  Bone: mixamorig:LeftHand, Position: (0.00, 0.14, 0.00), Rotation: (0.09927, -0.40733, 0.13358, 0.89799)
  Bone: mixamorig:LeftHandIndex1, Position: (0.00, 0.37, 0.00), Rotation: (0.14148, 0.80009, 0.11868, 0.57075)
  Bone: mixamorig:LeftHandIndex2, Position: (0.00, 0.04, 0.00), Rotation: (0.00065, -0.15676, 0.23582, 0.95907)
  Bone: mixamorig:LeftHandIndex3, Position: (0.00, 0.05, 0.01), Rotation: (0.19886, -0.10677, -0.05749, 0.97250)
  Bone: mixamorig:LeftHandIndex4, Position: (-0.01, 0.04, 0.00), Rotation: (0.00000, 0.00000, 0.00000, 1.00000)
  Bone: mixamorig:Neck, Position: (0.00, 0.25, 0.00), Rotation: (0.01465, -0.00743, 0.01138, 0.99980)
  Bone: mixamorig:Head, Position: (0.00, 0.12, 0.00), Rotation: (0.04901, 0.01526, -0.03282, 0.99814)
  Bone: mixamorig:HeadTop_End, Position: (0.00, 0.15, 0.00), Rotation: (0.00000, 0.00000, 0.00000, 1.00000)
  Bone: mixamorig:RightShoulder, Position: (0.06, 0.20, 0.03), Rotation: (0.75116, 0.29144, -0.40235, 0.43467)
  Bone: mixamorig:RightArm, Position: (0.00, 0.16, 0.00), Rotation: (0.38023, 0.21124, 0.09758, 0.89515)
  Bone: mixamorig:RightForeArm, Position: (0.00, 0.28, 0.00), Rotation: (-0.01843, -0.40378, 0.23586, 0.88374)
  Bone: mixamorig:RightHand, Position: (0.00, 0.24, 0.00), Rotation: (-0.12416, -0.87512, -0.02887, 0.46681)
  Bone: mixamorig:RightHandIndex1, Position: (0.00, 0.42, 0.00), Rotation: (-0.04610, -0.97675, 0.10115, 0.18333)
  Bone: mixamorig:RightHandIndex2, Position: (0.00, 0.06, 0.00), Rotation: (-0.04324, -0.04976, -0.24125, -0.96822)
  Bone: mixamorig:RightHandIndex3, Position: (-0.01, 0.09, 0.03), Rotation: (-0.07628, -0.07439, -0.07652, -0.99136)
  Bone: mixamorig:RightHandIndex4, Position: (-0.01, 0.08, 0.02), Rotation: (0.00000, 0.00000, 0.00000, 1.00000)
Frame 8:
  Bone: mixamorig:Hips, Position: (0.00, 0.87, 0.01), Rotation: (-0.01227, 0.16807, 0.01550, 0.98558)
  Bone: mixamorig:LeftUpLeg, Position: (-0.09, -0.10, -0.01), Rotation: (-0.02148, 0.05936, 0.99669, 0.05117)
  Bone: mixamorig:LeftLeg, Position: (0.00, 0.38, 0.00), Rotation: (-0.19419, 0.06572, 0.05493, 0.97722)
  Bone: mixamorig:LeftFoot, Position: (0.00, 0.30, 0.00), Rotation: (0.49115, 0.17563, -0.09368, 0.84803)
  Bone: mixamorig:LeftToeBase, Position: (0.00, 0.16, 0.00), Rotation: (0.37100, -0.03568, 0.01468, 0.92783)
  Bone: mixamorig:LeftToe_End, Position: (0.00, 0.06, 0.00), Rotation: (0.00000, 0.00000, 0.00000, 1.00000)
  Bone: mixamorig:RightUpLeg, Position: (0.09, -0.10, 0.01), Rotation: (0.19941, 0.04476, 0.97649, -0.06853)
  Bone: mixamorig:RightLeg, Position: (0.00, 0.38, 0.00), Rotation: (-0.16610, -0.21189, 0.01575, 0.96295)
  Bone: mixamorig:RightFoot, Position: (0.00, 0.30, 0.00), Rotation: (0.50277, 0.07067, -0.08863, 0.85696)
  Bone: mixamorig:RightToeBase, Position: (0.00, 0.18, 0.00), Rotation: (0.32036, 0.03298, -0.01116, 0.94665)
  Bone: mixamorig:RightToe_End, Position: (0.00, 0.07, 0.00), Rotation: (0.00000, 0.00000, 0.00000, 1.00000)
  Bone: mixamorig:Spine, Position: (0.00, 0.17, -0.01), Rotation: (-0.02694, 0.00081, -0.00092, 0.99964)
  Bone: mixamorig:Spine1, Position: (0.00, 0.20, 0.00), Rotation: (0.01079, 0.02064, 0.00116, 0.99973)
  Bone: mixamorig:Spine2, Position: (0.00, 0.22, 0.00), Rotation: (0.01076, 0.02064, 0.00073, 0.99973)
  Bone: mixamorig:LeftShoulder, Position: (-0.06, 0.21, -0.04), Rotation: (0.35107, -0.46855, 0.76929, 0.25573)
  Bone: mixamorig:LeftArm, Position: (0.00, 0.16, 0.00), Rotation: (0.40032, -0.18173, -0.15424, 0.88483)
  Bone: mixamorig:LeftForeArm, Position: (0.00, 0.28, 0.00), Rotation: (0.11473, -0.04585, -0.22438, 0.96664)
  Bone: mixamorig:LeftHand, Position: (0.00, 0.14, 0.00), Rotation: (0.09917, -0.40740, 0.13371, 0.89795)
  Bone: mixamorig:LeftHandIndex1, Position: (0.00, 0.37, 0.00), Rotation: (0.14141, 0.80018, 0.11839, 0.57069)
  Bone: mixamorig:LeftHandIndex2, Position: (0.00, 0.04, 0.00), Rotation: (0.00068, -0.15677, 0.23592, 0.95904)
  Bone: mixamorig:LeftHandIndex3, Position: (0.00, 0.05, 0.01), Rotation: (0.19889, -0.10678, -0.05738, 0.97250)
  Bone: mixamorig:LeftHandIndex4, Position: (-0.01, 0.04, 0.00), Rotation: (0.00000, 0.00000, 0.00000, 1.00000)
  Bone: mixamorig:Neck, Position: (0.00, 0.25, 0.00), Rotation: (0.01536, -0.00741, 0.01133, 0.99979)
  Bone: mixamorig:Head, Position: (0.00, 0.12, 0.00), Rotation: (0.04944, 0.01534, -0.03306, 0.99811)
  Bone: mixamorig:HeadTop_End, Position: (0.00, 0.15, 0.00), Rotation: (0.00000, 0.00000, 0.00000, 1.00000)
  Bone: mixamorig:RightShoulder, Position: (0.06, 0.20, 0.03), Rotation: (0.75135, 0.29113, -0.40226, 0.43464)
  Bone: mixamorig:RightArm, Position: (0.00, 0.16, 0.00), Rotation: (0.38044, 0.21149, 0.09756, 0.89499)
  Bone: mixamorig:RightForeArm, Position: (0.00, 0.28, 0.00), Rotation: (-0.01824, -0.40409, 0.23641, 0.88345)
  Bone: mixamorig:RightHand, Position: (0.00, 0.24, 0.00), Rotation: (-0.12393, -0.87546, -0.02869, 0.46625)
  Bone: mixamorig:RightHandIndex1, Position: (0.00, 0.42, 0.00), Rotation: (-0.04654, -0.97659, 0.10211, 0.18351)
  Bone: mixamorig:RightHandIndex2, Position: (0.00, 0.06, 0.00), Rotation: (-0.04289, -0.04981, -0.24090, -0.96832)
  Bone: mixamorig:RightHandIndex3, Position: (-0.01, 0.09, 0.03), Rotation: (-0.07591, -0.07446, -0.07613, -0.99141)
  Bone: mixamorig:RightHandIndex4, Position: (-0.01, 0.08, 0.02), Rotation: (0.00000, 0.00000, 0.00000, 1.00000)
